"full_name","e","q","i","om","w","ad","per_y","class","n_obs_used","A1","A2","A3","DT","spkid","prefix","neo","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","a","ma","n","tp","per","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","A1_sigma","A2_sigma","A3_sigma","DT_sigma"
"     C/1746 P1",1.0000,2.199,100.86,150.85,230.29,,,PAR,30,,,,,1000691,C,,,,,,,,,,,,SAO_2008,2359200.4,-40800,1747-03-03.9,J2000,,,,2359200.42,,,,,,,,,,,,,,,,,,,,,
"     C/1748 H1",1.0000,0.841,94.53,236.38,17.83,,,PAR,20,,,,,1000692,C,,,,,,,,,,,,SAO_2008,2359622.8,-40378,1748-04-29.3,J2000,,,,2359622.81,,,,,,,,,,,,,,,,,,,,,
"     C/1748 K1",1.0000,0.625,67.08,36.64,245.67,,,PAR,3,,,,,1000693,C,,,,,,,,,,,,SAO_2008,2359673.9,-40327,1748-06-19.3,J2000,,,,2359673.89,,,,,,,,,,,,,,,,,,,,,
"     C/1750 C1",1.0000,0.200,132.00,303.00,285.00,,,PAR,3,,,,,1000694,C,,,,,,,,,,,,SAO_2008,2360287.5,-39713,1750-02-23.0,J2000,,,,2360287.50,,,,,,,,,,,,,,,,,,,,,
"     C/1757 R1",1.0000,0.337,12.83,217.68,268.69,,,PAR,16,,,,,1000695,C,,,,,,,,,,,,SAO_2008,2363085.3,-36915,1757-10-21.8,J2000,,,,2363085.33,,,,,,,,,,,,,,,,,,,,,
"     C/1758 K1",1.0000,0.215,68.30,234.21,36.77,,,PAR,,,,,,1000696,C,,,,,,,,,,,,SAO_2008,2363318.1,-36682,1758-06-11.6,J2000,,,,2363318.14,,,,,,,,,,,,,,,,,,,,,
"     C/1760 A1 (Great comet)",1.0000,0.966,175.13,83.55,301.73,,,PAR,,,,,,1000697,C,,,,,,,,,,,,SAO_2008,2363871.8,-36129,1759-12-17.3,J2000,,,,2363871.84,,,,,,,,,,,,,,,,,,,,,
"     C/1760 B1 (Messier)",1.0000,0.801,79.08,143.01,273.93,,,PAR,19,,,,,1000698,C,,,,,,,,,,,,SAO_2008,2363852.0,-36148,1759-11-27.5,J2000,,,,2363852.00,,,,,,,,,,,,,,,,,,,,,
"     C/1762 K1 (Klinkenberg)",1.0000,1.009,85.67,351.87,115.48,,,PAR,3,,,,,1000699,C,,,,,,,,,,,,SAO_2008,2364765.3,-35235,1762-05-28.8,J2000,,,,2364765.33,,,,,,,,,,,,,,,,,,,,,
"     C/1763 S1 (Messier)",1.0000,0.498,72.50,359.75,88.57,,,PAR,4,,,,,1000700,C,,,,,,,,,,,,SAO_2008,2365287.9,-34713,1763-11-02.3,J2000,,,,2365287.87,,,,,,,,,,,,,,,,,,,,,
"     C/1764 A1 (Messier)",1.0000,0.555,127.09,123.39,104.86,,,PAR,,,,,,1000701,C,,,,,,,,,,,,SAO_2008,2365390.6,-34610,1764-02-13.0,J2000,,,,2365390.57,,,,,,,,,,,,,,,,,,,,,
"     C/1766 E1 (Messier)",1.0000,0.505,139.15,247.41,100.88,,,PAR,16,,,,,1000702,C,,,,,,,,,,,,SAO_2008,2366126.4,-33874,1766-02-17.8,J2000,,,,2366126.36,,,,,,,,,,,,,,,,,,,,,
"     D/1766 G1 (Helfenzrieder)",0.8476,0.406,7.87,76.26,178.70,4.92,4.35,JFc,22,,,,,1000703,D,Y,,,,,,,,,,,SAO_2008,2366200.5,-33800,1766-05-03.0,J2000,2.665,1.15,0.2266,2366195.41,1.59e+03,,,,2.71,,,,,,,,,,,,,,,,
"     C/1769 P1 (Messier)",0.9992,0.123,40.73,178.29,329.12,326.79,,COM,37,,,,,1000704,C,,,,,,,,,,,,SAO_2008,2367454.6,-32546,1769-10-08.1,J2000,163.5,0.00,0.0004716,2367454.62,,,,,0.361,,,,,,,,,,,,,,,,
"     D/1770 L1 (Lexell)",0.7861,0.674,1.55,134.47,225.02,5.63,5.6,JFc,130,,,,,1000705,D,Y,,,,,,,,,,,SAO_2008,2367764.5,-32236,1770-08-14.0,J2000,3.153,-0.01,0.176,2367764.54,2.05e+03,,,,2.61,,,,,,,,,,,,,,,,
"     C/1771 A1 (Great comet)",1.0000,0.528,148.56,111.94,260.38,,,PAR,4,,,,,1000706,C,,,,,,,,,,,,SAO_2008,2367865.2,-32135,1770-11-22.7,J2000,,,,2367865.23,,,,,,,,,,,,,,,,,,,,,
"     C/1771 G1 (Messier)",1.0000,0.902,11.29,31.00,76.23,,,PAR,100,,,,,1000707,C,,,,,,,,,,,,SAO_2008,2368013.5,-31987,1771-04-20.0,J2000,,,,2368013.13,,,,,,,,,,,,,,,,,,,,,
"     C/1773 T1 (Messier)",1.0000,1.127,61.22,124.24,314.12,,,PAR,4,,,,,1000708,C,,,,,,,,,,,,SAO_2008,2368883.6,-31117,1773-09-06.1,J2000,,,,2368883.61,,,,,,,,,,,,,,,,,,,,,
"     C/1774 P1 (Montaigne)",1.0000,1.429,82.98,183.97,136.53,,,PAR,,,,,,1000709,C,,,,,,,,,,,,SAO_2008,2369227.4,-30773,1774-08-15.9,J2000,,,,2369227.45,,,,,,,,,,,,,,,,,,,,,
"     C/1779 A1 (Bode)",1.0000,0.713,32.44,28.14,62.17,,,PAR,300,,,,,1000710,C,,,,,,,,,,,,SAO_2008,2370886.5,-29114,1779-03-02.0,J2000,,,,2370830.08,,,,,,,,,,,,,,,,,,,,,
"     C/1780 U1 (Montaigne-Olbers)",1.0000,0.515,107.92,145.08,255.16,,,PAR,3,,,,,1000711,C,,,,,,,,,,,,SAO_2008,2371524.8,-28476,1780-11-29.3,J2000,,,,2371524.85,,,,,,,,,,,,,,,,,,,,,
"     C/1780 U2 (Messier)",1.0000,0.099,126.18,127.23,237.83,,,PAR,3,,,,,1000712,C,,,,,,,,,,,,SAO_2008,2371465.8,-28535,1780-10-01.2,J2000,,,,2371465.75,,,,,,,,,,,,,,,,,,,,,
"     C/1781 M1 (Mechain)",1.0000,0.776,81.72,86.06,156.21,,,PAR,12,,,,,1000713,C,,,,,,,,,,,,SAO_2008,2371745.2,-28255,1781-07-07.6,J2000,,,,2371745.19,,,,,,,,,,,,,,,,,,,,,
"     C/1781 T1 (Mechain)",1.0000,0.961,152.80,80.48,61.39,,,PAR,4,,,,,1000714,C,,,,,,,,,,,,SAO_2008,2371890.5,-28110,1781-11-30.0,J2000,,,,2371890.52,,,,,,,,,,,,,,,,,,,,,
"     C/1783 X1 (Great comet)",1.0000,0.708,128.86,59.86,336.12,,,PAR,16,,,,,1000716,C,,,,,,,,,,,,SAO_2008,2372673.2,-27327,1784-01-21.7,J2000,,,,2372673.20,,,,,,,,,,,,,,,,,,,,,
"     C/1785 A1 (Messier-Mechain)",1.0000,1.143,70.24,267.21,205.63,,,PAR,9,,,,,1000717,C,,,,,,,,,,,,SAO_2008,2373045.3,-26955,1785-01-27.8,J2000,,,,2373045.33,,,,,,,,,,,,,,,,,,,,,
"     C/1785 E1 (Mechain)",0.9965,0.427,92.64,67.69,127.20,240.95,,COM,25,,,,,1000718,C,,,,,,,,,,,,SAO_2008,2373116.4,-26884,1785-04-08.9,J2000,120.7,0.00,0.0007434,2373116.41,,,,,0.006,,,,,,,,,,,,,,,,
"     C/1786 P1 (Herschel)",1.0000,0.411,50.89,197.40,325.05,,,PAR,144,,,,,1000719,C,,,,,,,,,,,,SAO_2008,2373574.5,-26426,1786-07-11.0,J2000,,,,2373571.88,,,,,,,,,,,,,,,,,,,,,
"     C/1787 G1 (Mechain)",1.0000,0.349,131.72,109.85,99.16,,,PAR,,,,,,1000720,C,,,,,,,,,,,,SAO_2008,2373878.8,-26122,1787-05-11.3,J2000,,,,2373878.83,,,,,,,,,,,,,,,,,,,,,
"     C/1788 W1 (Messier)",1.0000,1.063,167.51,159.93,57.84,,,PAR,9,,,,,1000721,C,,,,,,,,,,,,SAO_2008,2374428.3,-25572,1788-11-10.8,J2000,,,,2374428.31,,,,,,,,,,,,,,,,,,,,,
"     C/1790 A1 (Herschel)",1.0000,0.758,148.07,179.12,115.95,,,PAR,4,,,,,1000722,C,,,,,,,,,,,,SAO_2008,2374859.2,-25141,1790-01-15.7,J2000,,,,2374859.21,,,,,,,,,,,,,,,,,,,,,
"     C/1790 H1 (Herschel)",1.0000,0.798,116.15,36.12,119.48,,,PAR,,,,,,1000723,C,,,,,,,,,,,,SAO_2008,2374985.2,-25015,1790-05-21.7,J2000,,,,2374985.24,,,,,,,,,,,,,,,,,,,,,
"     C/1791 X1 (Herschel)",1.0000,1.293,140.21,193.60,154.35,,,PAR,7,,,,,1000724,C,,,,,,,,,,,,SAO_2008,2375587.5,-24413,1792-01-14.0,J2000,,,,2375587.54,,,,,,,,,,,,,,,,,,,,,
"     C/1793 A1 (Gregory)",1.0000,0.966,131.00,286.16,147.17,,,PAR,,,,,,1000725,C,,,,,,,,,,,,SAO_2008,2375936.2,-24064,1792-12-27.6,J2000,,,,2375936.20,,,,,,,,,,,,,,,,,,,,,
"     C/1793 S1 (Perny)",1.0000,1.505,51.94,5.17,69.34,,,PAR,24,,,,,1000726,C,,,,,,,,,,,,SAO_2008,2376263.5,-23737,1793-11-19.9,J2000,,,,2376263.50,,,,,,,,,,,,,,,,,,,,,
"     C/1793 S2 (Messier)",1.0000,0.403,119.64,111.38,239.81,,,PAR,,,,,,1000727,C,,,,,,,,,,,,SAO_2008,2376248.8,-23752,1793-11-05.3,J2000,,,,2376248.84,,,,,,,,,,,,,,,,,,,,,
"     C/1796 F1 (Olbers)",1.0000,1.580,115.17,19.90,184.30,,,PAR,16,,,,,1000728,C,,,,,,,,,,,,SAO_2008,2377128.8,-22872,1796-04-03.2,J2000,,,,2377128.77,,,,,,,,,,,,,,,,,,,,,
"     C/1797 P1 (Bouvard-Herschel)",1.0000,0.525,129.43,332.09,279.68,,,PAR,12,,,,,1000729,C,,,,,,,,,,,,SAO_2008,2377591.1,-22409,1797-07-09.6,J2000,,,,2377591.11,,,,,,,,,,,,,,,,,,,,,
"     C/1798 G1 (Messier)",1.0000,0.485,43.78,124.92,343.00,,,PAR,9,,,,,1000730,C,,,,,,,,,,,,SAO_2008,2377860.5,-22140,1798-04-05.0,J2000,,,,2377860.51,,,,,,,,,,,,,,,,,,,,,
"     C/1798 X1 (Bouvard)",1.0000,0.775,137.75,252.28,215.88,,,PAR,6,,,,,1000731,C,,,,,,,,,,,,SAO_2008,2378131.9,-21869,1799-01-01.4,J2000,,,,2378131.91,,,,,,,,,,,,,,,,,,,,,
"     C/1799 P1 (Mechain)",1.0000,0.840,129.06,102.33,95.83,,,PAR,,,,,,1000732,C,,,,,,,,,,,,SAO_2008,2378381.2,-21619,1799-09-07.6,J2000,,,,2378381.19,,,,,,,,,,,,,,,,,,,,,
"     C/1799 Y1 (Mechain)",1.0000,0.626,103.00,329.61,136.47,,,PAR,6,,,,,1000733,C,,,,,,,,,,,,SAO_2008,2378490.9,-21510,1799-12-26.3,J2000,,,,2378490.90,,,,,,,,,,,,,,,,,,,,,
"     C/1801 N1 (Pons)",1.0000,0.256,159.27,45.31,219.84,,,PAR,11,,,,,1000734,C,,,,,,,,,,,,SAO_2008,2379081.6,-20919,1801-08-09.0,J2000,,,,2379081.56,,,,,,,,,,,,,,,,,,,,,
"     C/1802 Q1 (Pons)",1.0000,1.094,57.01,313.01,21.85,,,PAR,135,,,,,1000735,C,,,,,,,,,,,,SAO_2008,2379478.9,-20522,1802-09-10.3,J2000,,,,2379478.86,,,,,,,,,,,,,,,,,,,,,
"     C/1804 E1 (Pons)",1.0000,1.071,56.45,179.53,331.95,,,PAR,10,,,,,1000736,C,,,,,,,,,,,,SAO_2008,2380000.6,-20000,1804-02-14.0,J2000,,,,2380000.59,,,,,,,,,,,,,,,,,,,,,
"     C/1806 V1 (Pons)",1.0000,1.082,144.95,324.99,225.21,,,PAR,35,,,,,1000737,C,,,,,,,,,,,,SAO_2008,2381049.9,-18951,1806-12-29.4,J2000,,,,2381049.91,,,,,,,,,,,,,,,,,,,,,
"     C/1807 R1 (Great comet)",0.9955,0.646,63.18,269.48,4.10,285.76,,COM,70,,,,,1000738,C,,,,,,,,,,,,SAO_2008,2381313.7,-18687,1807-09-19.2,J2000,143.2,0.00,0.0005752,2381313.74,,,,,0.486,,,,,,,,,,,,,,,,
"     C/1808 F1 (Pons)",1.0000,0.390,134.30,325.64,253.74,,,PAR,10,,,,,1000739,C,,,,,,,,,,,,SAO_2008,2381551.0,-18450,1808-05-13.4,J2000,,,,2381550.95,,,,,,,,,,,,,,,,,,,,,
"     C/1808 M1 (Pons)",1.0000,0.608,140.71,26.88,131.56,,,PAR,3,,,,,1000740,C,,,,,,,,,,,,SAO_2008,2381611.2,-18389,1808-07-12.6,J2000,,,,2381611.17,,,,,,,,,,,,,,,,,,,,,
"     C/1808 R1 (PONS)",1.0000,1.062,132.79,24.30,31.67,,,PAR,8,,,,,1003948,C,,,,,,,,,,,,EXT_2023,2381677.5,-18323,1808-09-17.0,J2000,,,,2381674.98,,0.14,54.5,1.29,,,,,,,,,,,,,,,,,
"     C/1810 Q1 (Pons)",1.0000,0.970,62.95,311.50,114.92,,,PAR,10,,,,,1000741,C,,,,,,,,,,,,SAO_2008,2382427.2,-17573,1810-10-06.7,J2000,,,,2382427.24,,,,,,,,,,,,,,,,,,,,,
"     C/1811 F1 (Great comet)",0.9951,1.035,106.93,143.05,65.41,423.75,,COM,1000,,,,,1000742,C,,,,,,,,,,,,SAO_2008,2382760.5,-17240,1811-09-05.0,J2000,212.4,-0.00,0.0003184,2382768.26,,,,,-0.343,,,,,,,,,,,,,,,,
"     C/1811 W1 (Pons)",0.9809,1.582,31.26,95.63,314.50,164.18,755,COM,69,,,,,1000743,C,,,,,,,,,,,,SAO_2008,2382828.0,-17172,1811-11-11.5,J2000,82.88,-0.00,0.001306,2382828.04,2.76e+05,,,,1.39,,,,,,,,,,,,,,,,
"     C/1813 C1 (Pons)",1.0000,0.699,158.85,243.15,170.56,,,PAR,30,,,,,1000744,C,,,,,,,,,,,,SAO_2008,2383307.5,-16693,1813-03-05.0,J2000,,,,2383307.52,,,,,,,,,,,,,,,,,,,,,
"     C/1813 G1 (Pons)",1.0000,1.215,99.06,45.27,205.16,,,PAR,13,,,,,1000745,C,,,,,,,,,,,,SAO_2008,2383383.6,-16617,1813-05-20.0,J2000,,,,2383383.59,,,,,,,,,,,,,,,,,,,,,
"     C/1816 B1 (Pons)",1.0000,0.049,43.11,325.83,304.33,,,PAR,3,,,,,1000746,C,,,,,,,,,,,,SAO_2008,2384400.3,-15600,1816-03-01.8,J2000,,,,2384400.35,,,,,,,,,,,,,,,,,,,,,
"     C/1817 Y1 (Pons)",1.0000,1.198,89.75,73.00,112.36,,,PAR,26,,,,,1000747,C,,,,,,,,,,,,SAO_2008,2385162.5,-14838,1818-04-03.0,J2000,,,,2385126.97,,,,,,,,,,,,,,,,,,,,,
"     C/1818 W2 (Pons)",1.0000,0.855,116.91,92.54,348.11,,,PAR,21,,,,,1000748,C,,,,,,,,,,,,SAO_2008,2385408.9,-14592,1818-12-05.4,J2000,,,,2385408.93,,,,,,,,,,,,,,,,,,,,,
"     C/1819 N1 (Great comet)",1.0000,0.342,80.75,276.23,13.42,,,PAR,400,,,,,1000749,C,,,,,,,,,,,,SAO_2008,2385613.5,-14387,1819-06-28.0,J2000,,,,2385613.72,,,,,,,,,,,,,,,,,,,,,
"     C/1821 B1 (Nicollet-Pons)",1.0000,0.092,106.46,51.18,169.21,,,PAR,,,,,,1000751,C,,,,,,,,,,,,SAO_2008,2386246.5,-13754,1821-03-22.0,J2000,,,,2386246.54,,,,,,,,,,,,,,,,,,,,,
"     C/1822 J1 (Gambart)",1.0000,0.504,126.40,179.93,344.69,,,PAR,18,,,,,1000752,C,,,,,,,,,,,,SAO_2008,2386656.6,-13344,1822-05-06.0,J2000,,,,2386656.58,,,,,,,,,,,,,,,,,,,,,
"     C/1822 K1 (Pons)",1.0000,0.847,143.69,100.24,237.78,,,PAR,11,,,,,1000753,C,,,,,,,,,,,,SAO_2008,2386727.8,-13273,1822-07-16.3,J2000,,,,2386727.83,,,,,,,,,,,,,,,,,,,,,
"     C/1822 N1 (Pons)",0.9963,1.145,127.34,95.24,181.11,620.52,,COM,456,,,,,1000754,C,,,,,,,,,,,,SAO_2008,2386840.5,-13160,1822-11-06.0,J2000,310.8,0.00,0.0001799,2386827.77,,,,,-0.787,,,,,,,,,,,,,,,,
"     C/1823 Y1 (Great comet)",1.0000,0.227,103.82,305.51,28.49,,,PAR,200,,,,,1000755,C,,,,,,,,,,,,SAO_2008,2387306.5,-12694,1824-02-15.0,J2000,,,,2387239.43,,,,,,,,,,,,,,,,,,,,,
"     C/1824 N1 (Rumker)",1.0000,0.592,125.43,236.80,334.08,,,PAR,33,,,,,1000756,C,,,,,,,,,,,,SAO_2008,2387454.5,-12546,1824-07-12.0,J2000,,,,2387454.52,,,,,,,,,,,,,,,,,,,,,
"     C/1824 O1 (Scheithauer)",1.0000,1.050,54.60,281.74,85.23,,,PAR,150,,,,,1000757,C,,,,,,,,,,,,SAO_2008,2387534.1,-12466,1824-09-29.5,J2000,,,,2387534.07,,,,,,,,,,,,,,,,,,,,,
"     C/1825 K1 (Gambart)",0.9964,0.889,123.34,22.58,106.19,492.32,,COM,132,,,,,1000758,C,,,,,,,,,,,,SAO_2008,2387760.5,-12240,1825-05-14.0,J2000,246.6,-0.00,0.0002545,2387777.52,,,,,-0.621,,,,,,,,,,,,,,,,
"     C/1825 N1 (Pons)",0.9954,1.241,146.44,218.13,256.92,541.92,,COM,275,,,,,1000759,C,,,,,,,,,,,,SAO_2008,2387960.5,-12040,1825-11-30.0,J2000,271.6,-0.00,0.0002202,2387971.69,,,,,-1.13,,,,,,,,,,,,,,,,
"     C/1825 P1 (Pons)",1.0000,0.883,89.67,195.38,177.30,,,PAR,3,,,,,1000760,C,,,,,,,,,,,,SAO_2008,2387857.7,-12143,1825-08-19.2,J2000,,,,2387857.71,,,,,,,,,,,,,,,,,,,,,
"     C/1825 V1 (Pons)",1.0000,2.008,39.99,200.06,279.38,,,PAR,59,,,,,1000761,C,,,,,,,,,,,,SAO_2008,2388104.0,-11897,1826-04-22.4,J2000,,,,2388103.96,,,,,,,,,,,,,,,,,,,,,
"     C/1826 P1 (Pons)",0.9975,0.853,25.95,46.40,13.81,679.27,,COM,300,,,,,1000762,C,,,,,,,,,,,,SAO_2008,2388280.5,-11720,1826-10-16.0,J2000,340.1,0.00,0.0001572,2388273.98,,,,,1.04,,,,,,,,,,,,,,,,
"     C/1826 U1 (Pons)",1.0000,0.027,90.62,237.55,279.58,,,PAR,28,,,,,1000763,C,,,,,,,,,,,,SAO_2008,2388314.4,-11686,1826-11-18.9,J2000,,,,2388314.41,,,,,,,,,,,,,,,,,,,,,
"     C/1826 Y1 (Pons)",1.0000,0.506,102.39,186.99,151.03,,,PAR,13,,,,,1000764,C,,,,,,,,,,,,SAO_2008,2388392.9,-11608,1827-02-05.4,J2000,,,,2388392.91,,,,,,,,,,,,,,,,,,,,,
"     C/1827 P1 (Pons)",1.0000,0.138,125.88,152.10,258.70,,,PAR,3,,,,,1000766,C,,,,,,,,,,,,SAO_2008,2388611.7,-11389,1827-09-12.1,J2000,,,,2388611.67,,,,,,,,,,,,,,,,,,,,,
"     C/1830 F1 (Great comet)",1.0000,0.921,21.26,208.76,5.80,,,PAR,300,,,,,1000767,C,,,,,,,,,,,,SAO_2008,2389574.5,-10426,1830-05-02.0,J2000,,,,2389552.30,,,,,,,,,,,,,,,,,,,,,
"     C/1831 A1 (Great comet)",1.0000,0.126,135.26,340.24,26.89,,,PAR,61,,,,,1000768,C,,,,,,,,,,,,SAO_2008,2389814.7,-10186,1830-12-28.1,J2000,,,,2389814.66,,,,,,,,,,,,,,,,,,,,,
"     C/1832 O1 (Gambart)",1.0000,1.183,136.67,74.83,204.63,,,PAR,32,,,,,1000769,C,,,,,,,,,,,,SAO_2008,2390387.5,-9613,1832-07-23.0,J2000,,,,2390452.57,,,,,,,,,,,,,,,,,,,,,
"     C/1833 S1 (Dunlop)",1.0000,0.458,7.35,325.59,259.58,,,PAR,15,,,,,1000770,C,,,,,,,,,,,,SAO_2008,2390802.2,-9198,1833-09-10.6,J2000,,,,2390802.19,,,,,,,,,,,,,,,,,,,,,
"     C/1834 E1 (Gambart)",1.0000,0.513,5.98,229.04,49.99,,,PAR,11,,,,,1000771,C,,,,,,,,,,,,SAO_2008,2391006.8,-8994,1834-04-03.2,J2000,,,,2391006.79,,,,,,,,,,,,,,,,,,,,,
"     C/1835 H1 (Boguslawski)",1.0000,2.040,170.88,60.77,210.56,,,PAR,38,,,,,1000772,C,,,,,,,,,,,,SAO_2008,2391365.2,-8635,1835-03-27.7,J2000,,,,2391365.21,,,,,,,,,,,,,,,,,,,,,
"     C/1839 X1 (Galle)",1.0000,0.618,53.07,122.18,72.27,,,PAR,59,,,,,1000773,C,,,,,,,,,,,,SAO_2008,2393109.5,-6891,1840-01-04.9,J2000,,,,2393109.48,,,,,,,,,,,,,,,,,,,,,
"     C/1840 B1 (Galle)",0.9932,1.220,120.78,239.07,156.62,360.39,,COM,78,,,,,1000774,C,,,,,,,,,,,,SAO_2008,2393160.5,-6840,1840-02-25.0,J2000,180.8,-0.01,0.0004054,2393178.12,,,,,-0.671,,,,,,,,,,,,,,,,
"     C/1840 E1 (Galle)",1.0000,0.749,79.85,188.27,138.04,,,PAR,24,,,,,1000775,C,,,,,,,,,,,,SAO_2008,2393198.4,-6802,1840-04-02.9,J2000,,,,2393198.44,,,,,,,,,,,,,,,,,,,,,
"     C/1840 U1 (Bremiker)",0.9659,1.480,57.90,251.21,133.51,85.43,286,COM,81,,,,,1000776,C,,,,,,,,,,,,SAO_2008,2393440.5,-6560,1840-12-01.0,J2000,43.45,0.06,0.003441,2393423.57,1.04e+05,,,,0.914,,,,,,,,,,,,,,,,
"     C/1842 U1 (Laugier)",1.0000,0.505,106.42,210.01,240.49,,,PAR,24,,,,,1000777,C,,,,,,,,,,,,SAO_2008,2394186.0,-5815,1842-12-16.4,J2000,,,,2394185.96,,,,,,,,,,,,,,,,,,,,,
"     C/1843 D1 (Great March comet)",0.9999,0.006,144.35,3.53,82.64,128.53,513,COM,200,,,,,1000778,C,,,,,,,,,,,,SAO_2008,2394259.4,-5741,1843-02-27.9,J2000,64.27,0.00,0.001913,2394259.41,1.87e+05,,,,0.006,,,,,,,,,,,,,,,,
"     C/1843 J1 (Mauvais)",1.0000,1.616,52.72,159.44,124.25,,,PAR,63,,,,,1000779,C,,,,,,,,,,,,SAO_2008,2394327.1,-5673,1843-05-06.5,J2000,,,,2394327.06,,,,,,,,,,,,,,,,,,,,,
"     C/1844 N1 (Mauvais)",0.9998,0.855,131.41,33.85,211.27,7039.48,,COM,144,,,,,1000780,C,,,,,,,,,,,,SAO_2008,2394840.5,-5160,1844-10-01.0,J2000,3520,-0.00,4.7e-06,2394857.35,,,,,-0.757,,,,,,,,,,,,,,,,
"     C/1844 Y1 (Great comet)",0.9993,0.251,45.57,120.59,177.51,717.62,,COM,41,,,,,1000781,C,,,,,,,,,,,,SAO_2008,2394920.5,-5080,1844-12-20.0,J2000,358.9,0.00,0.0001449,2394914.69,,,,,0.449,,,,,,,,,,,,,,,,
"     C/1844 Y2 (d'Arrest)",1.0000,0.905,46.86,338.91,114.58,,,PAR,69,,,,,1000782,C,,,,,,,,,,,,SAO_2008,2394940.2,-5060,1845-01-08.6,J2000,,,,2394940.16,,,,,,,,,,,,,,,,,,,,,
"     C/1845 D1 (de Vico)",1.0000,1.255,56.40,349.28,205.45,,,PAR,130,,,,,1000783,C,,,,,,,,,,,,SAO_2008,2395039.5,-4961,1845-04-18.0,J2000,,,,2395043.04,,,,,,,,,,,,,,,,,,,,,
"     C/1845 L1 (Great June comet)",1.0000,0.401,131.10,339.97,75.80,,,PAR,100,,,,,1000784,C,,,,,,,,,,,,SAO_2008,2395088.7,-4912,1845-06-06.1,J2000,,,,2395088.68,,,,,,,,,,,,,,,,,,,,,
"     C/1846 B1 (de Vico)",0.9924,1.481,47.43,113.27,337.99,388.33,,COM,57,,,,,1000785,C,,,,,,,,,,,,SAO_2008,2395319.1,-4681,1846-01-22.5,J2000,194.9,0.00,0.0003622,2395319.09,,,,,1.05,,,,,,,,,,,,,,,,
"     C/1846 J1 (Brorsen)",0.9904,0.634,150.68,263.99,99.73,131.59,538,COM,170,,,,,1000786,C,,,,,,,,,,,,SAO_2008,2395453.5,-4547,1846-06-05.9,J2000,66.11,0.00,0.001834,2395453.47,1.97e+05,,,,-0.78,,,,,,,,,,,,,,,,
"     C/1846 O1 (de Vico-Hind)",1.0000,1.376,122.38,163.46,78.75,,,PAR,40,,,,,1000787,C,,,,,,,,,,,,SAO_2008,2395444.9,-4556,1846-05-28.3,J2000,,,,2395444.90,,,,,,,,,,,,,,,,,,,,,
"     C/1846 S1 (de Vico)",1.0000,0.831,49.72,6.84,93.98,,,PAR,10,,,,,1000788,C,,,,,,,,,,,,SAO_2008,2395599.8,-4401,1846-10-30.2,J2000,,,,2395599.78,,,,,,,,,,,,,,,,,,,,,
"     C/1847 C1 (Hind)",0.9999,0.043,48.66,23.82,254.36,946.47,,COM,160,,,,,1000789,C,,,,,,,,,,,,SAO_2008,2395760.5,-4240,1847-04-09.0,J2000,473.3,0.00,9.57e-05,2395751.28,,,,,0.18,,,,,,,,,,,,,,,,
"     C/1847 J1 (Colla)",1.0007,2.116,100.42,176.08,32.36,,,HYP,37,,,,,1000790,C,,,,,,,,,,,,SAO_2008,2395800.5,-4200,1847-05-19.0,J2000,-2926,-0.00,6.2e-06,2395817.73,,,,,,,,,,,,,,,,,,,,,
"     C/1847 N1 (Mauvais)",0.9986,1.766,96.58,340.40,91.52,2501.51,,COM,144,,,,,1000791,C,,,,,,,,,,,,SAO_2008,2395880.5,-4120,1847-08-07.0,J2000,1252,-0.00,2.23e-05,2395883.34,,,,,-0.185,,,,,,,,,,,,,,,,
"     C/1847 Q1 (Schweizer)",1.0000,1.485,147.36,78.88,55.47,,,PAR,48,,,,,1000792,C,,,,,,,,,,,,SAO_2008,2395883.3,-4117,1847-08-09.8,J2000,,,,2395883.35,,,,,,,,,,,,,,,,,,,,,
"     C/1847 T1 (Mitchell)",1.0002,0.329,108.13,192.97,276.61,,,HYP,77,,,,,1000793,C,,,,,,,,,,,,SAO_2008,2395960.5,-4040,1847-10-26.0,J2000,-1913,-0.00,1.18e-05,2395980.40,,,,,,,,,,,,,,,,,,,,,
"     C/1848 P1 (Petersen)",1.0000,0.320,95.59,213.65,260.95,,,PAR,30,,,,,1000794,C,,,,,,,,,,,,SAO_2008,2396279.0,-3721,1848-09-08.5,J2000,,,,2396279.05,,,,,,,,,,,,,,,,,,,,,
"     C/1848 U1 (Petersen)",1.0000,0.960,85.04,217.33,208.01,,,PAR,127,,,,,1000795,C,,,,,,,,,,,,SAO_2008,2396412.4,-3588,1849-01-19.8,J2000,,,,2396412.35,,,,,,,,,,,,,,,,,,,,,
"     C/1849 G1 (Schweizer)",0.9984,0.894,66.96,32.63,236.59,1136.24,,COM,102,,,,,1000796,C,,,,,,,,,,,,SAO_2008,2396560.5,-3440,1849-06-17.0,J2000,568.6,0.00,7.27e-05,2396552.21,,,,,0.468,,,,,,,,,,,,,,,,
